question,answer_llm,answer_orig,document
What Pandas setting do I need to change if a column is showing only part of the text with ... ?,"Use:

```python
pd.set_option('display.max_colwidth', None)
```

This changes Pandas’ `display.max_colwidth` setting so it shows the full text instead of truncating it with `...`.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
"Why does Pandas cut off long strings in DataFrame columns, and how do I turn that off?","Pandas cuts off long strings by default so DataFrame output stays compact and readable. The default column display width is limited to 50 characters, and anything longer is shown with `...`.

To turn that off and show the full text, use:

```python
pd.set_option('display.max_colwidth', None)
```

This sets the maximum column width to unlimited.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
Is there a way to display full column values in Pandas instead of the default short preview?,"Yes. You can set Pandas to show the full text in a column with:

```python
pd.set_option('display.max_colwidth', None)
```

By default, Pandas truncates column text to 50 characters. Setting `display.max_colwidth` to `None` allows unlimited width.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
How can I normalize each vector stored in a Pandas DataFrame column?,"You can normalize each vector in a Pandas DataFrame column by dividing it by its L2 norm:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)
df[""new_col""] = df[""org_col""].apply(normalize_vec)
```

This creates a new column with the normalized vectors.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
What's the easiest way to turn every vector in a Pandas Series into a unit vector?,"Use `apply` with a normalization function:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)
series_unit = series.apply(normalize_vec)
```

If you have a DataFrame column instead:

```python
df[""new_col""] = df[""org_col""].apply(normalize_vec)
```","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
Is there a simple Pandas apply trick for normalizing vectors in one column?,"Yes — a simple trick is to use `apply` with a lambda that divides each vector by its norm:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```

This normalizes each vector in the column.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
How do I use NumPy to normalize vectors before saving them into a new DataFrame column?,"Use NumPy to normalize each vector, then save the result into a new DataFrame column like this:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```

This divides each vector by its L2 norm, producing unit-length vectors.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
What’s the standard way to divide a vector by its norm for all rows in a Pandas column?,"Use `apply` with a lambda that divides each vector by its L2 norm:

```python
import numpy as np

df[""normalized_vec""] = df[""vec_col""].apply(lambda v: v / np.linalg.norm(v))
```

If the vectors are in a NumPy array column, this is the standard way to normalize all rows in that Pandas column.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
How do I get the 75th percentile for a column in a Pandas DataFrame?,"Use `quantile` on the column:

```python
df[""col""].quantile(q=0.75)
```

This gives the 75th percentile.","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
What’s the Pandas way to calculate a 0.75 quantile from a Series?,"Use:

```python
series.quantile(q=0.75)
```

For example:

```python
quantile = df[""col""].quantile(q=0.75)
```","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
How can I find a percentile value for one column in a DataFrame with Pandas?,"You can use Pandas’ `quantile()` method on the column:

```python
quantile = df[""col""].quantile(q=0.75)
```

For a percentile value, change `q` to the percentile as a decimal. For example, the 90th percentile is:

```python
df[""col""].quantile(q=0.9)
```","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
Is there a built-in method in Pandas to compute quantiles on a column?,"Yes. Use the built-in `quantile()` method:

```python
quantile = df[""col""].quantile(q=0.75)
```

For a 75th percentile, set `q=0.75`.","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
How do I use `quantile()` to get the 75% percentile in Pandas?,"Use `quantile(q=0.75)`:

```python
quantile = df[""col""].quantile(q=0.75)
```

This gives the 75th percentile.","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
"How do I delete every Docker container from the terminal, even the ones still running?","Use this command to delete all Docker containers, including the running ones:

```bash
docker rm -f $(docker ps -aq)
```

","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
What command removes all Docker images at once?,`docker rmi -f $(docker images -q)`,"1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
How can I clear out every Docker volume using the command line?,"Use:

```bash
docker volume rm $(docker volume ls -q)
```

This removes all Docker volumes from the command line.","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
"Is there a quick way to wipe all containers, images, and volumes in Docker?","Yes. You can wipe them from the terminal with:

```bash
docker rm -f $(docker ps -aq)
docker rmi -f $(docker images -q)
docker volume rm $(docker volume ls -q)
```

This removes:
- all containers, including running ones
- all images
- all volumes

","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
What terminal commands should I run to clean up all Docker stuff on my machine?,"To clean up all Docker containers, images, and volumes from the terminal, run:

```bash
docker rm -f $(docker ps -aq)
docker rmi -f $(docker images -q)
docker volume rm $(docker volume ls -q)
```

This removes:
- all containers, including running ones
- all images
- all volumes

I don't know.","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
"How can I make sure a user can only give feedback once per submitted prompt, like only one +1 or -1?","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Why does `st.session.submitted` keep getting set back to `True` after I press a feedback button in Streamlit?,"`st.session.submitted` is likely being reset by your app’s rerun logic: after you click a feedback button, Streamlit reruns the script top-to-bottom, and somewhere in that flow the value gets assigned back to `True` again.

This is a known issue in the course context, and the suggested fix is here:

[Streamlit Discuss solution](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"In Streamlit, how do I stop the feedback buttons from staying enabled after the ask button submission?",I don’t know.,"Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
What’s the fix for session state being reassigned when I’m trying to track whether feedback was already given?,"The fix is in the linked Streamlit Discuss solution:

https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2

I don’t know the exact code change from the context alone, but that thread is the referenced solution for the `st.session.submitted` reassignment issue.","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
Is there a known Streamlit Discuss solution for `st.session.submitted` changing unexpectedly after one feedback click?,"Yes. The context points to a known Streamlit Discuss solution for this issue:

[Streamlit Discuss solution](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)

","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"Why do I get `exec: ""streamlit"": executable file not found in $PATH` only when I run my app with docker-compose, even though it works normally?","This usually means Docker Compose is not using the same build/setup as your normal run.

Based on the context, the fix is:

1. Make sure you have a `Dockerfile`.
2. Add `streamlit` to your `docker-compose` configuration.
3. Rebuild and start the app with:

```bash
docker-compose up --build
```

So the app works normally because Streamlit is available in that environment, but under `docker-compose` the image likely wasn’t rebuilt or configured to include `streamlit` in the container PATH.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
What am I missing in my Docker setup if a Streamlit app starts outside Docker but fails with that OCI runtime / shim task error in compose?,"You're missing a proper Docker image setup for the app.

Specifically:

- **Create a `Dockerfile`**
- **Make sure `streamlit` is included in your `docker-compose` configuration**
- Then rebuild and start with:

```bash
docker-compose up --build
```

The OCI/runtime/shim error usually means Docker can't find the `streamlit` executable inside the container, even though it works on your host machine.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
Do I need a Dockerfile or some extra compose config for Streamlit to run inside docker-compose without the `$PATH` error?,"Yes — based on the course guidance, you should **create a Dockerfile** and **add `streamlit` to your docker-compose config**, then rebuild with:

```bash
docker-compose up --build
```

That should address the `$PATH` / `streamlit: executable file not found` issue.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
How can I fix the `streamlit` command not found issue in docker-compose when the container won't start?,"To fix the `streamlit` not found issue in `docker-compose` when the container won’t start:

1. Make sure you have a `Dockerfile`.
2. Add `streamlit` to your `docker-compose` configuration.
3. Rebuild and start the app with:

```bash
docker-compose up --build
```

","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"After adding Streamlit to docker-compose, what command should I use to rebuild the container and make it run properly?","Run:

```bash
docker-compose up --build
```","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"Can the capstone be done as a group, or does everyone need to submit their own project?","The capstone is **individual**, not a group project. Everyone needs to submit their **own project**.

You can collaborate or discuss ideas with others, but each submission must stand on its own. If a shared system is used, it has to be split into clearly independent parts, each with a separate qualifying component and repository. If it can’t be evaluated independently for each person, it doesn’t meet the requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"If two students want to work on one bigger idea, is that allowed for the capstone?","Yes, they can work on a bigger idea together, but the capstone itself must be individual.

Each student must submit a project that stands on its own, with a separate qualifying component and a separate repository. If the shared work cannot be evaluated independently for each person, then it does not meet the capstone requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"Can we share the same system for the project, or does each person need something separate?","Each person needs something separate.

The capstone is an individual project, so a shared system is only acceptable if it is clearly split into independent projects, with:
- a separate qualifying component for each person
- a separate repository for each person

If the work can’t be evaluated independently for each participant, it does not meet the requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
What does it mean for a capstone submission to stand on its own?,"It means the submission must be independently evaluable on its own.

In practice, that means:
- one person’s project should have its own clear qualifying component,
- it should have a separate repository,
- and a reviewer should be able to assess it without needing to combine it with someone else’s work.

If a shared system can’t be cleanly split into separate independent parts, then it doesn’t satisfy the requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"If a project is split across people, how independent do the parts need to be to count?","Each part needs to be independently evaluable.

Specifically, the context says a shared system is only acceptable if it is clearly decomposed into independent projects, where each person has:
- a separate qualifying component, and
- a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"Do I need to turn in two capstone projects, or is one enough?","You only need to submit one project.

“Attempt 1” and “attempt 2” refer to two submission windows for the same capstone project. If your first submission needs improvement, you can resubmit it in the second window.

If you want to submit two different projects for practice, that’s allowed, but they must use different datasets and problem statements.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
What do attempt 1 and attempt 2 actually mean for the capstone submission?,"Attempt 1 and attempt 2 are just two submission windows for the same capstone project.

- **Attempt 1**: your first chance to submit the project.
- **Attempt 2**: a later resubmission window if your first submission fails, or if you miss attempt 1.

You only need to submit **one project**. If you want, you can submit a second project for practice/exposure, but then it must use a **different dataset and problem statement**.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"If my first project submission gets rejected, can I fix it and submit again later?","Yes. If your first submission fails, you can improve it and resubmit during the attempt #2 submission window.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Can I submit two projects just to get more practice, and if so do they need to be different?","Yes — you can submit two projects for extra practice, but they need to use **different datasets and problem statements**.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
What happens if I miss the attempt 1 deadline—can I still submit in attempt 2 and count it for certification?,"Yes — if you miss the attempt 1 submission window, you can still submit during attempt 2 and it can count for certification.

The context says:
- If you can’t make the attempt #1 submission window, you still have time to catch up for attempt #2.
- But your submission only counts toward certification if you also participate in the peer review of three peers in your cohort.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Is the competition accepted as the capstone project, or do I still need to do it on my own?","No — the competition does **not** count as the capstone project. The capstone is an **individual** project, so you still need to do it on your own.

You can still participate in the competition as a group if you want, but it won’t replace the capstone.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
Can I join the math-kaggle-llm-competition with a team and have that count for capstone credit?,"You can join the math-kaggle-llm-competition as a group, but it does **not** count as capstone credit. The capstone is **individual**, so it won’t satisfy the capstone requirement.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"If I team up for the competition, does that satisfy the capstone requirement, or is capstone always individual?","No — teaming up for the competition does **not** satisfy the capstone requirement. The competition can be done as a group, but the **capstone is always individual**.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
I want to work with others in the competition — will that replace the capstone assignment?,"No. The competition does **not** replace the capstone assignment.

You can join the competition **as a group/team** if you want, but the **capstone is still an individual attempt**.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Does taking part in the competition mean I’m done with the capstone, or is the capstone still a solo project?","Taking part in the competition does **not** mean you’re done with the capstone. The competition can be done as a group, but the **capstone is still an individual project**.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
How will the capstone project be graded in this course?,"The capstone project will be graded through peer review:

- Each submitted project is evaluated by **three randomly assigned students** who also submitted the project.
- You will also grade **three projects from fellow students**.
- Your final grade is the **median score** of the peer reviewers’ grades.
- The peer review must follow the course’s evaluation guidelines.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Who is going to review my capstone submission?,Your capstone submission will be reviewed by **three randomly assigned students** who have also submitted the project.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
Do I also need to grade other students' capstone projects?,"Yes. You are responsible for grading three fellow students’ capstone projects as part of the peer-review process. If you don’t do this, you may fail to get the Certificate.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
What happens if I don't review three classmates' projects?,"If you don’t peer-review three classmates’ projects, your submission does **not count toward certification**.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
How is the final score for the capstone calculated?,The final grade is the **median score** of the grades given by the peer reviewers. Each submitted project is evaluated by **three randomly assigned students** who also submitted the project.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"When do we get the projects for peer review, and how are they assigned?","After the submission deadline has passed, an Excel sheet will be shared, and 3 projects will be assigned to each participant for peer review. You can’t choose which projects to review.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Will the review assignments come only after the deadline, or before that?","The review assignments come **after** the submission deadline has passed, not before.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
How many projects will each participant be asked to grade in the capstone?,Each participant will be asked to grade **3 projects**.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
Do we get a list or spreadsheet with the review tasks for grading other projects?,"Yes — after the submission deadline passes, an Excel sheet will be shared with the review tasks, and each participant will be assigned 3 projects to evaluate.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"After I submit my capstone, what happens next with the assignment of projects to review?","After the submission deadline has passed, an Excel sheet will be shared, and you’ll be assigned 3 projects to review. You can’t choose which projects to review, and you can’t review them until the list is released.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"I already turned in my capstone project, so why am I not able to review any projects yet?","Once the submission deadline has passed, projects will be assigned to you for evaluation. You can’t choose which projects to review, and you can’t review anything before the assignment list has been released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"After submitting the project, when do I actually get assigned other projects to evaluate?","After the **submission deadline has passed**, you’ll be assigned projects to evaluate. At that point, an **Excel sheet** will be shared with **3 projects assigned to each participant**.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
"Can I pick which capstone projects I want to review, or is the assignment automatic?","The assignment is automatic. After the submission deadline, projects are assigned to you for evaluation, and you can’t choose which ones to review. You also can’t review before the list is released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Why is the review page empty even though I’ve already submitted my project?,"The review page is empty because projects are only assigned for evaluation **after the project submission deadline has passed**. You can’t choose which projects to review, and you can’t review anything until the list is released.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Is it normal that I can’t start reviewing before the project list gets released?,"Yes. You can’t review before the list has been released. After the project submission deadline has passed, projects are assigned to you for evaluation.","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
Where can I look for project ideas and datasets for the capstone?,"You can look at the GitHub page linked in the capstone project FAQ:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

It includes several project ideas and datasets, along with tips and guidelines.","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Is there a page with some dataset ideas and tips for the project?,"Yes — check this GitHub page for several project ideas, datasets, plus tips and guidelines:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
I’m stuck on choosing a project — where do I find suggestions and datasets?,"Please check this GitHub page for project ideas and datasets:  
https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md

You can also look at previous project submissions for inspiration:
- 2024 projects: https://courses.datatalks.club/llm-zoomcamp-2024/projects
- 2025 projects: https://courses.datatalks.club/llm-zoomcamp-2025/projects","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
Does the course have a GitHub page with project ideas and guidelines?,"Yes — the course has a GitHub page with project ideas, datasets, tips, and guidelines:

[GitHub page for project ideas and guidelines](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md)","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
What’s the best place to get ideas for the capstone project and possible datasets?,"Please check this GitHub page for ideas, datasets, tips, and guidelines for the capstone project:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md","Please check [this GitHub page](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md) for several ideas and datasets that could be used for the project, along with tips and guidelines.",e76a70cde3
"Do I need Airflow, Mage, or Kestra for the capstone project ingestion part, or is a normal Python script enough?","No — for the capstone ingestion part, a normal Python script is enough for full points. You do **not** need Airflow, Mage, or Kestra unless an orchestrator genuinely fits your project, such as recurring daily ingestion.

A Jupyter notebook with the same steps is also acceptable, but it gives **1 point instead of 2** for the ingestion pipeline criterion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
Can I use just a Python script to ingest and index data and still get full points for the ingestion pipeline?,"Yes. A plain Python script that ingests and indexes your data is enough for full points on the ingestion pipeline criterion. You do not need an orchestration tool like Airflow, Mage, or Kestra unless it genuinely fits your project.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
